5000
dfcabge edcfgba
gcfaebd daegfbc
fbgacde acfgbed
gbecadf ecbfdag
fgdbcae bacefgd
gfcbead dfaecbg
cabedgf egabdcf
bfgaecd efbdcag
fgbdeac efgacbd
fcgebad egfdcab
cefdgba dbegfca
dgcfbea adegcbf
ecgfbda fabdegc
begfcad gadbefc
fedcgab cbdagfe
dgcbefa fdegbca
edcfabg bcgdaef
fdagcbe dfcebag
gdefacb cabdgfe
ebdfacg becgafd
dcbagfe aecfgdb
cfbgade fcabegd
gfdaceb fcegbda
gdebafc agcdefb
ebfadcg cdgfaeb
cfdebga dfegcab
gbefcad ecgfbda
bcegfad cdeafgb
egafbdc fgedbac
gefdabc fdegabc
fbedgac bgdafec
cfdgaeb bgdfeca
gebafdc dgbefca
dfegabc cdfgaeb
dbfegca cebfgda
dfaecgb fbgeacd
dcfgeab bgefdca
fecbgda fcdbage
cdfbage egacdfb
cfagebd efbagdc
bdfaceg gfbeacd
efdcabg fdeabcg
cbafged dgcefab
dfgaceb begfcda
fbaedgc gaedbcf
fdcabge gfcebda
bgafdec cgdfeab
adcegbf fabgecd
cbdfage efgbacd
dcaefgb befcdag
acedbgf cfdeagb
aedbgfc gfdeabc
dafbceg fgabdce
cagdfbe edagfbc
eafdgbc badefcg
ceafgdb fbegdac
bgdecaf caebgdf
ebdgacf dbfcgae
bcaegdf acbedgf
gdefbac ebdfagc
ecgadfb fagebcd
gcabdef bdcaefg
cebafgd gceabfd
cebfagd cfbedga
cfdaebg aedfgbc
gbedfca ecagfbd
dcafegb eagfcbd
fbdeacg gdacfeb
cdagebf gdbface
fdgbaec cadfegb
afecdbg gecdfab
fbcgead febadgc
aedcfgb cfadbeg
eadcbgf gfcdbea
agfbecd gcedbfa
cebdfga faegcbd
egcdfba fbedacg
dfcbega faecbgd
ecfbgda baecfdg
faegbcd faedcgb
cgfbaed gfdbaec
bfedcga efbacdg
agdebcf edgcafb
beafcgd fcdbgae
dcbafeg agfebdc
cfgedba afdbgce
gcedfba ecfbadg
gbcedaf fdcebga
fabcedg gdaefcb
fgcbead bdgfcae
cdbfeag gcebafd
cbdagef ecfabdg
gadcbfe fbdcage
dbcefga agfdebc
edfgbac fabcged
cbgdaef cbaegdf
degacbf efcdgab
afdcgbe afecbgd
adfgebc bagfedc
fbgedac badfecg
gfadecb feadgcb
dcaebfg cbfaegd
bgfdeca gecafbd
dcbfega cegfadb
gfadecb feadgcb
egfcbda bfcagde
fecbadg fdgbeca
egcbafd ebcfgda
begcdfa fdbaecg
eabgdfc bgdcaef
cfagdeb gdfaebc
agcbdef cafbedg
bgfaedc fgcbade
edafbcg adcfgbe
dgbeafc gdfbeac
ecfdabg dcebafg
dgcfbea adegcbf
fagecdb aefcbdg
fagdecb efdcbga
dafcgeb gbdfeac
agcbefd fbecadg
gcafedb dgfecba
adebcfg faegdcb
cdgefba cbadgef
ecdagbf gedfacb
ebdfgca fbadcge
cafegdb baefdcg
gdebfac bfadecg
fgbecda afdcegb
abcdgfe dafegbc
dgaecbf bdagfec
ebdafgc gfabedc
bdegacf debcgfa
agfedbc cagbfed
egacbdf agcfbed
abgefdc eadfgcb
gcbaedf gcbeafd
eafbgcd gefacbd
afebgcd gecadbf
gdabcef dgcafbe
egbcfda gbfacde
ecbgfad gbadfec
bgeadfc egfbdac
gfbdcea ecbafdg
cfbgeda beafdcg
bgcfdae caefdbg
aefdcbg gceabdf
dbgfaec bdcafeg
bacfedg gabdfec
fcgabed bcadegf
gfbdcea ecbafdg
feadbgc dfaecgb
bdgefca ecfgadb
dceabgf dbegacf
bfgdcae defabgc
dbefagc cgfaebd
bcafdeg daefgbc
bfeacgd bgdfeac
fegbcad fcdebga
adcgefb gafdcbe
bdgfaec ebacgdf
bfgedca bdafgec
agfcedb dgefcab
baegcdf bgcafde
ebcdfga fcegdab
abgdfec fagdecb
bdcfgae gcbefda
efbdacg acgfdbe
cabegdf gdaefbc
gbcdefa ecdbgaf
ecafbdg dfgbaec
gecadfb fbcdega
febdgac fadbceg
ebgdafc cdfgbae
fgacdbe fegdcba
cbfadeg bfdeacg
aecbdgf edacbfg
dgcabfe fcdabeg
ebfgcad eadfbcg
afgdcbe bcaefdg
aefgdcb dgfaecb
adebgcf edgbafc
dbfgeca decfbga
fgebadc fbceadg
bgecafd begacfd
gcdefba dfegabc
dagfecb gbecafd
cbdfeag bcaefgd
dcfaebg gcaefdb
afcegbd acdegbf
fabegdc dbacefg
fgdeacb bdfegac
cbefgda bacgefd
bgfaced dgacfbe
fecbagd acgedbf
dbegafc edbafgc
bfadgec gcaebdf
baecgfd cegafbd
bcfdaeg fcegadb
bdcefag bceafdg
aebdfcg cgebdfa
dgfcbea afdbegc
edgfacb bgcfdea
efcdgba edagbcf
bdaefgc fdceagb
dgbeafc gdfbeac
egafdcb afdecgb
agbcedf eagdfbc
bgacfed beafgdc
eadbgfc fdcbega
badegcf edabcgf
fagecdb aefcbdg
gdfacbe bfdgeca
dagbefc fdcgbae
cafgbed begfadc
efcgadb cadgfbe
bgadfce agcdfeb
cagbfde agcfebd
cegbfad bfcgdae
cdaebfg fbcgdea
dfgbcea fbgdaec
fagbcde cefgabd
fcaegdb dfceagb
dbgaecf efcabgd
egdbcaf bcgeafd
bfaegdc cbdafeg
ecfdabg dcebafg
ebfgadc feacdbg
degbfac fgbedac
dfbacge cdegafb
eacbfgd ecgbafd
abefgdc bcgdeaf
eafbgdc fgeadcb
egbfadc gbfdeca
acdgfeb adegcfb
efdagcb fdaebgc
aecgdfb fgcbdae
dfbgace gcbdeaf
acfebgd cfebgda
cdefbag dacgbfe
gdabefc fceagbd
gdbafec fcegabd
begdcfa abgcdfe
gcabfde gcdabef
acebgdf bgeafdc
fcgdbea egdafbc
ebcgadf gbeadfc
agbfced cebgafd
dcbagef gcebfad
acbdegf gbcfaed
gedbfca baedfgc
gfbdace gefcdab
dfagebc ebgcdaf
dgfabce efagcdb
agfdbec edbgcfa
fdegcba dgabecf
gafcbde efdbacg
aefcdgb agcbfde
efcgbad bagcdef
fadbecg efgdbac
gaefdcb aedfbgc
aegfcbd acbedfg
gcafbde febdgac
aedfcgb cbdfgea
dgacbef acdgefb
adfcbge gdcabfe
gafbcde gcbedfa
eadbfcg gfadcbe
abefgdc bcgdeaf
dgeabcf gadfbec
fbcagde bdfgeac
bgdface gbfdace
efcabdg cdgeabf
fcdbgae ebdcgaf
bdcgfea dfbcaeg
gcdefba dfegabc
abdfceg bcgdfae
dacbfeg dfbgaec
agbdcef gdebcaf
fbdecga eabdgcf
dbgcafe eabcdgf
fdgeabc dfbacge
fbcaegd egdbafc
ebdfgca fbadcge
cfebgda bacdgfe
cegdfba bfcadge
gfdecab cbfedga
fbacedg gdabcef
gaecdfb bgfaedc
aedfbcg gebdcaf
cfgbeda bfeadgc
cbgafed fgacebd
gfabdec bgdfaec
bdfegca gdfebca
edbgfca afdebcg
gdfbaec gadcbfe
geabfcd gcebadf
gfadebc cbdafge
gcfaedb decgfab
gcbaefd abecdgf
cabdefg abdcgfe
fcdegba bdegfca
bdgacef fdbgeca
afbdgce fegcdba
fgdacbe cafgdbe
geafdcb dgcfbae
gefbadc dbgefac
gcabdef bdcaefg
ebdgfca abdecfg
eacfdgb dbfcaeg
fceadbg cgaefdb
cfedgba cgdbfea
cdbfaeg befcadg
dabfgec cebfgad
daegbcf gfdceba
efgdabc bagecdf
cefbadg bgedcfa
aefbdcg abegdcf
dgcafeb becfdga
afbcdge abefgdc
egbfcda bgcaefd
dcaebgf cagfebd
ebacdgf dfagbec
febcgda edabgfc
efcgabd bfagced
abecgdf cbdfage
ebdgfac cfaebgd
geafdcb dgcfbae
cdbafge debgcfa
dfebagc efcagbd
gfcedab edbcfga
degbcaf acbfdge
bdegcaf efcbdag
cdebfga cafgbed
bcegafd feadbcg
agefcdb bafgecd
eacgbfd bgcedfa
egbfadc gbfdeca
ceafgbd efcbagd
cafgbed begfadc
gcbdefa gcbefad
egfdcba fgaedcb
cegdabf bgfadec
eadgfbc fadbgec
dbfegca cebfgda
cbeafgd bfcdage
cfgedba afdbgce
gcedfab gdefacb
bfdcage gcfbeda
dgbafce gacdfbe
acegbdf bgdecaf
adbfcge fegcbda
eadcgbf fdagecb
fdgaceb degbacf
fgecbda cgebafd
cadbefg gcedfba
fgdceba efgbcda
gedafbc agedbfc
bcagedf cgdfbea
gbceafd gfadecb
acbdefg bcgefda
ebafcdg fbadceg
dfacgeb cbgdefa
dabfgec cebfgad
dfgbeac ecdafgb
dfagceb cegbdaf
dcbgfea ebcdagf
fgceabd efbcgda
gecdfba cefbadg
dcbfgae ebfgcad
cbfegad cdebfag
dfgacbe afgdbec
bdcgfae ebfgdca
cbaegfd eadgfbc
dafgbce fcdbgea
fcbedga acdfegb
acfbedg caedbgf
dfcbgea fedcgab
fagdbce abgcefd
egacbdf agcfbed
fdecgba edgbacf
afbdgec fgcebad
cfgeabd afedbcg
gadbecf ebacfgd
agcbdfe gbedacf
febadcg begacdf
fceabgd cfeadbg
egfdcba fgaedcb
fagcbed cfgdaeb
dcgfabe cdagbfe
cgfedba bgaedfc
bdaefcg aedfgcb
fadbgce aedfcgb
ebdgcaf ecdbfag
cfadgbe dgbaecf
gdecbfa gdbfeca
edacbfg fcdaegb
fcbdage bcgfaed
bfgdcae defabgc
efcgabd bfagced
gdbacfe beacdfg
bedgacf bfaedcg
baecdfg cbaefdg
ecbagdf efbgdca
fbgecda cfedgba
edgcbaf gcbfdae
bcadfge fgdecba
aefcgdb ceagdbf
dgfeabc gfdcbae
gfeacbd bfagecd
eabfgcd egfcdba
eafdcgb bgafdce
decgafb cbedafg
gdefbca bdagefc
gefdbac gdecbaf
bcdgefa bgcfeda
dfbecag gfaedbc
fagecdb aefcbdg
cbedafg egacbdf
afcdgeb gabecdf
bacgfed cefdgab
bgfadce gebacdf
ebacgdf gadefbc
abegfcd afbedcg
eafcdgb adbcgef
fcaegdb dfceagb
afdcgeb bacgdef
gfcbaed egcfdba
dfgcaeb gacdefb
dacfgeb bdaecgf
ecfdbag edfagbc
fcedagb adcfbeg
bcgaefd ebdcfga
gfadceb adcbgfe
gdcfaeb agcbdef
fabgecd bgdcfea
dcbefga dfaebcg
fcebagd bcdegaf
cgefbad bgfcdae
cadegfb acfegdb
bdfgeac gdecfba
cfedgba cgdbfea
bgaedfc cdfgabe
adbcgef bfgdeca
agfdecb edcbfga
begfacd cgfedab
bgedcfa cdbeafg
cfbegad gecdbaf
dbcaegf fedcgba
bfdgeca cdgbafe
dbagcfe cafdgbe
fgdceab febdcag
fbdegac bceagfd
dbcgaef fdgebca
bdagfce fecgabd
caefbdg gafbecd
bdgfeac edgcbaf
adbcgef bfgdeca
debgacf dbfgace
edbcagf gbfdcae
dabfgec cebfgad
cbaedgf gcbeadf
abcegdf feacgbd
bdcagef dcgafbe
cbegadf ecbadgf
afgecbd gadbcef
fbgcdae cegbafd
gcbdfae deafbcg
fceabdg bcagfde
cabdegf gfdbcae
ecbgdaf bcafgde
bacgfde gcadfeb
fgedbac fagdebc
cdabefg fedcbga
edcgfba edcfagb
egfcdab dceagfb
ebafcgd acbfedg
dafgecb gafecdb
fabgecd bgdcfea
gbdeacf gcdfabe
edabcfg ecfdabg
eagbfcd badfceg
cdeafgb dbfgcae
degafbc bacgfde
dgfecab cdfabge
agefcbd ebfgadc
eacbgfd acgfebd
gdfaecb cbagfed
gcbfeda cbgfdae
efbgcad agbfecd
abdcgfe eacbgdf
bcaefdg bcdgaef
cadbegf abegcdf
adcgfbe cbgadef
bcgfeda cbgfade
fcadebg decgafb
bafgedc cdbgfae
bcfdega efagbdc
fcgaedb fgabdec
cdbagef ebcadgf
eafgdbc gfeadbc
fcbadeg gacdbef
cfgadeb gefcdba
ecadbgf bacfdge
gfaebcd gaebdcf
gadfbce abecfgd
acdefbg cabdefg
cefgbda facdegb
cfegadb dcagbfe
cefgdab gbefacd
afcbgde afbedgc
gdcfeab dbgafec
aefdbcg dfbeagc
egdfcab gefdbca
dgbcaef abfdceg
faecbgd fbagcde
bfegdca cgbfdea
bcgfdae cgafdeb
ecabgfd fgadecb
cbedgaf bedgacf
bfaegdc cbdafeg
edgbfca aebfgdc
cegfdab egafbcd
aefcgdb ceagdbf
decfbga fegabdc
fbagced dafgecb
gdeafbc cdgbeaf
dgcfeba fabecgd
bgfdace cgbdfea
dgbfcae cagbdfe
aegdfbc cagedbf
bcfegda bfecdag
fagdceb cfdgaeb
bgcafde fegbacd
bfegdac gaedfbc
bgedacf ebgdfac
bgdeacf dagfbce
adfecgb bdgaefc
cagedfb dagcfeb
egfdbca dgebfca
acgedfb gdafbec
gfbcdae dcbeafg
dcgeabf fegbdca
cbaefgd decgbaf
fgcdabe gaecdbf
abfecdg cgedafb
ebgdfac fdgacbe
fdbaegc agefcbd
cgaefdb fedbacg
bdfagce afdbceg
gfbceda degacfb
acbefdg fbagecd
dbacegf gacedfb
dbefacg cebfadg
cdafgbe cfgabde
bfceadg efagdcb
gdbcefa faegbdc
cbgfaed egfdacb
gefcabd dabgefc
ceadbfg faebdgc
facedbg baedcgf
aegbfcd cgefabd
daebfcg fecagdb
dfgcbae fecgbad
agecdbf egbfdac
aedbfcg cafegbd
ebdfagc acfgedb
facgbde abgfedc
dgbacfe fecbgad
acgdfeb egabfdc
fcdgbea ebagfcd
edfbacg dfbgeac
dcegbaf abgdcfe
eagcdbf bgacdef
gbefcda gbfaced
ebcadgf cgadfbe
fedbgca edbfcag
gadbcef cbdgeaf
fegadcb afgdecb
fecbgad cbgefad
bcdfega afegdbc
dcebafg gfecbad
edcgafb fadgebc
fdebacg agbefcd
cfebdag ecgadbf
egcabfd afgbedc
gdfeacb agdbfec
acbgdef egcadfb
ecbgdfa adfebcg
cfabdeg cafedbg
fcbdage bcgfaed
feacdgb bagfdec
abfcedg bfedacg
gabfdec acfedgb
gdfbaec gadcbfe
facgdbe fcdaebg
bcdfgae afbecgd
aegfdbc gdfbeca
gaefdbc cdaegfb
dfgeabc dcabegf
gdacebf afbegcd
agecbdf bcfdgea
afbdceg afcebdg
egfbdca cfadgeb
cdefbga caegdbf
dcabgfe bdeacfg
eagfbcd agdcebf
agebfdc ecafgdb
ebadcgf cbegfad
agfdceb bgfcade
efadgcb adbecfg
badcegf dfabceg
agcbefd fbecadg
bagdfce dagcefb
fdacebg eabcgfd
cedfbag ecbfgad
gbadcfe fedgbca
fbdgcae ebgacfd
bcfgade bgfdeac
bedfgca gcfeabd
adcgefb gafdcbe
bfecgda adcbfeg
bgaefdc bdecgfa
dbfaegc gcbdafe
fadgceb bfgdaec
abcdefg cbefdga
dgafbec gbecadf
edabgfc defagcb
fgebdac adbfgec
bgadfce agcdfeb
cegfdab egafbcd
acegdbf caegdfb
gcdefab gdbafec
dcaefgb befcdag
edbfagc gedcabf
agbefdc aedcfgb
aebdgfc egcbadf
fcegadb dbagefc
bgacfed beafgdc
acbefdg fbagecd
ebadgfc dgfeacb
gfebadc egcdfab
agcbedf aefdcbg
fbacdge fdgbeac
cbefgad edbfgca
dagcebf cgfdbae
bdagefc adebcgf
acdbegf dcebfag
fcbdgea afcgebd
dceabfg fedgcba
egacdfb dfcabeg
dcbgfae gdebacf
abfedgc egacfbd
cdfabge cgfbead
ecgfdab afecgdb
acgbdef dfeagbc
efdbacg daecfgb
ebdcafg eabgdfc
dcbefga dfaebcg
afedgcb ebgdcfa
cdabfeg aebgdcf
bdgaecf fbedagc
cdfbaeg cfabged
fdaebgc dcefgab
gfbcead agbfdce
egdacfb ebfadcg
egfdcba fgaedcb
agfbedc gcbfade
gbcefda dgebfac
ecbafgd bgaecdf
agfdcbe bdacefg
ecdbgaf edcafbg
fgdbcea dcebgfa
defcbag ceadbfg
edagbfc bcdegfa
cfeabdg dcbgefa
feabgdc bfadcge
bgdacef decabfg
gfdabec abfgdce
gdacbfe bacfged
dacbefg edcbagf
bdecafg dgeabcf
edacgfb ebacgfd
fbaecdg bcefadg
ecdgafb bafedgc
aecdgbf ceafdbg
cdbgeaf agfdcbe
daegbcf gfdceba
gbacefd dafegcb
ebcfdga cdbfega
ceagdfb dfgcabe
febgdca dcbgafe
abdcgfe eacbgdf
cdafegb bdcgfea
gdabcef dgcafbe
acfdbge gfcbead
egbcafd ceagfdb
cgdfeba deacfbg
cgfabde geafbdc
dfegacb gacebfd
gfadcbe abdgfce
cbedagf fcdegab
ebacdfg afgcedb
daebfgc dcgefab
gebfdac dbeagfc
ecfdgab bdcfeag
afgbecd beadfgc
dbcaefg agdbcef
begdcaf eacfdgb
defbagc dgecbfa
bfcedga fgadcbe
deafgbc debgafc
acbegfd dfgabec
cbdagef ecfabdg
bcfdega efagbdc
bcdegaf fdaecgb
aefgbdc gaefdbc
dfegbac dcgbeaf
gbfadec fdeagbc
bgeacdf fecgbda
dcabfge bdeacgf
dbecfga dgbeafc
eadfbgc debcfga
adfegbc bcfdgae
bafgecd fedgbac
deabgcf dcefabg
cdabgef badcfge
aecfdbg cdfegba
bdecafg dgeabcf
dagbefc fdcgbae
fgeacdb eadgcbf
bacgdfe agfdceb
acdfbeg fceabgd
fedgacb dcagbef
gdebfca cefdbag
adgfcbe fbdgaec
ebfdacg edgacbf
efbadgc fcedbag
badgcef abdcgef
bgfadce gebacdf
efgabdc adgcbfe
dcbfega cegfadb
gebdcfa gbcaedf
efbagcd gaebcdf
edgacbf dfgbeac
gafdbec ecbgafd
dbfcage befdgca
gcbaefd abecdgf
gefcadb gedcafb
afcbdeg afcbgde
caedbfg fgbaedc
gcefbda ebgfdca
adcegfb dabegcf
fgcdbae gdbfcea
dcgefba bcdafge
bedacgf ceabgfd
gdcfabe dgfbace
bfdagce cfebgad
fcedgab acbgdfe
gdfbeac cfdabge
geacdbf edacbgf
fdbgaec febdgca
afdebcg beagfdc
gdcfbea gdcfabe
fcebdag bgfadce
gaebdfc cgefbad
gbadcfe fedgbca
cabgedf adbfceg
daecbgf aebdfcg
gdbfeca fagcdeb
adbcefg gecabdf
geacdbf edacbgf
bgfeadc cgfbeda
cgedabf febgcad
facdgbe dceagbf
gdfceab cagfbed
eafcgdb fecdgab
fgdeabc bcgafde
dfcabeg ebgdafc
egbafdc bdacegf
fedcgba cgaebfd
cbgdeaf fgadceb
cgbdeaf fdbgcea
gecbadf edfabgc
caebdgf gdfecab
cbdfgea bdgefac
agecfbd gdeabfc
agefbcd efacgbd
cebafdg fgbaecd
afbgedc cbafedg
bfacdeg gecfabd
fbedcga egcadbf
cgedfba abedcfg
fbegacd dabcefg
cgeafdb acgbefd
decabfg ecgbdfa
bedcfga dbgfcae
gfebcda facegdb
abdcefg fegdcab
gfeacbd bfagecd
efcdgba edagbcf
debacfg fegcadb
gdafceb fdgcaeb
adcbgfe edgbfac
gdacfeb gcfebda
fcgbdae dfgbeca
dgcfaeb gbdefac
agbdefc defcgab
afbcdge abefgdc
bagecfd gafdecb
abcgdfe fcbgade
adfgceb dbecafg
efadcbg ecgabdf
deafgbc debgafc
gdcfabe dgfbace
feabcgd dgbfeac
egadcfb aegbdfc
afegcdb fcgbeda
agdcebf acfdebg
gefdcab fgabedc
dfabceg gbecfad
dbcfage debagfc
geafdcb dgcfbae
dbfgace acfebgd
dcafbge ecfabgd
bacefdg eafdgcb
eabdgfc fgeadbc
cdfegba gecafdb
efbgdca cdagfeb
edagfbc fbgceda
fgbeacd febacgd
gadebcf fdebgca
bfdegac gbdceaf
gbedfac fbgcdae
faecdbg daegfcb
dfcabge edcfgba
fdagbec fcbedga
bgecadf aebcfgd
cdegafb bgcfead
bfgcead fcgabde
abcfgde bedfgca
gcfdbae abedgcf
aefdbcg dfbeagc
fcedgba dfgabce
cdagbfe gfbdaec
fagedbc badgfce
gdfbeca gbaecfd
caefgbd gdafebc
dgebcfa aedcgbf
ecbgfda efgcbda
cgefbad bgfcdae
bcdfgea ebfcagd
cegabdf dacgebf
cbdfeag bcaefgd
gcebadf cegdbfa
fagdbec dagfecb
cbedfga aecdfbg
gbcdafe dacbefg
bgafced dcabfge
debcfag gdabecf
daecbgf aebdfcg
dbecgfa deagbfc
adfgbec eadcbgf
fgbeadc afbgecd
bafdegc cbafged
bcdgfea cafedgb
faebcgd adgbfce
dcegabf bfdaecg
fcaegdb dfceagb
dbceafg cfdgabe
debcgaf efacgdb
bcagdef beadgfc
cfbegad gecdbaf
gafbedc acefbgd
afdgbce dcgaebf
egabcdf bedagfc
facedbg baedcgf
eafcdbg cafgdeb
abfegcd efgadbc
cbgeafd gbdaefc
becdgaf gcbfeda
gfedbac gcdbfea
egfacbd eagbdfc
cgdebfa edfcabg
gbfaced gfdbeac
abfcgde daegbfc
bgafedc debgfac
bcafgde eabgdcf
gdbefca fcaebgd
gdebfca cefdbag
fgbdeca abdcegf
feagcbd afbdceg
adbgecf aegcdbf
efgdabc bagecdf
gbcdfea eafdbcg
afcebgd edfgcba
bafdcge ceabdfg
debcfga egabcfd
adgbcef agbcedf
bagdfce dagcefb
dgcebfa ebcgafd
edgabfc cbfdgae
afbedgc cdgefba
egbdcaf bdgfaec
cbfdgae efdgcab
bfceadg efagdcb
afebdgc eacbdgf
gadcfeb bcdfaeg
gfbedca cgfdbea
fcdegba bdegfca
bcdfage dcbgaef
dfbgcae decbagf
bdagcef dcagebf
dfcegba egcbdfa
afebgcd gecadbf
abcdefg cbefdga
abedcfg bdafcge
ecdgafb bafedgc
abefgcd dbafceg
bgfedac dbagcfe
afgebdc adcfegb
gfecadb dfcegba
acgdbfe eabdcfg
debfacg befcagd
fbgaecd abfcegd
efbgacd cegdabf
acegbfd fcagbed
bfecdga dgacbfe
bdgaecf fbedagc
egadfbc becadfg
eadcgfb cegfbad
dbafegc fbcadeg
aefgcbd gfdeacb
gbeafdc ebgadfc
bcdeagf bedgcaf
edcgabf ecbdfga
bfdegac gbdceaf
bcagfde gefdcab
dbgafce bgcdeaf
cdbefga gecfadb
dbgcafe eabcdgf
dfbcage adbfegc
fdbcgae fbacedg
agedfbc cdgbaef
dcgbeaf edafcbg
gcdfaeb egabfcd
gbedcfa adfcgbe
fbcdgea fdcegab
afcegbd acdegbf
edbfagc gedcabf
fedgcab gdebafc
edfagbc dgfabce
bgefdca cbgdfea
degfcba agfecdb
aegcdfb fdcbage
bfceadg efagdcb
afbgedc cbafedg
dgfcaeb edfgbca
eafcdbg cafgdeb
bdfagce afdbceg
gbefdac gebdcfa
cdgabfe befdcag
degcfba gfdebac
ebagfdc cebdgfa
efgdcab gfcadeb
aefbgdc cegdafb
ecdafbg bgacefd
afcgedb bgecdaf
egcbfad efcgbad
efbadcg dfagbce
fcgedab cbaedfg
agecfbd gdeabfc
efdbacg daecfgb
cgdfaeb bfegcda
cfbdage cfgebda
efgabdc adgcbfe
abcgdef fcbaged
aefbdgc gbdfeca
gcedbfa dbcfgae
gcebadf cegdbfa
gdbafec fcegabd
cefgbda facdegb
fgdebca bfacdeg
ebgcafd begfdca
dgebcfa aedcgbf
gedbcfa cagebdf
efcdgba edagbcf
cadbefg gcedfba
fegcabd bdfeagc
gbcefda dgebfac
agcdefb gcefadb
fgeabcd bdfaecg
acfbgde ecfadgb
baefgcd gbcafed
egfbcda cfbdega
dgcaefb daegbcf
gfbdcea ecbafdg
adfcbeg edcgbfa
faecgdb cdagfbe
cegdabf bgfadec
fbcegda cdfeagb
dgfcabe eadbfcg
dgbacfe fecbgad
fdgbaec cadfegb
dbgcefa adegfbc
dagbcfe dgbceaf
feadbgc dfaecgb
gefdabc fdegabc
debfcag gabedcf
dfceagb aegfdcb
abedgfc bacfedg
baecfdg cgdfeba
edfgbac fabcged
acdfgeb deabgcf
bcfdega efagbdc
bacdfge bafcdeg
efbcadg edfacbg
cfdeabg adfbgce
ebcdagf fgeacbd
adfcbge gdcabfe
gaedfcb gdafcbe
aegdbfc cadbgef
bedgafc bfgcaed
edafbcg adcfgbe
adefgbc dcfgbea
aedgcfb gbaedfc
cadbegf abegcdf
bcagefd acfbged
baefcdg becdfga
gfbcade fbdaegc
gfadbce agcedfb
abfcdeg aefbdcg
agdfebc ecfagdb
gebfdac dbeagfc
gdabcfe eagfbcd
gbfcead gcfabed
bcdafge gdbcaef
gdbaecf ecgbdaf
agcfebd fcbaegd
cgeafbd aecgdfb
cdagfbe cfdgeab
aecfbdg efbgcda
ecdgbaf bdacfeg
fedgcab gdebafc
cabedgf egabdcf
cdagbfe gfbdaec
fedgcab gdebafc
fcdabge efdbcag
baefdcg bedfagc
bdgeafc gdfaceb
badgcfe aebfcgd
gbacefd dafegcb
cgfaedb ceagfbd
fgcaedb cgabefd
edcabfg adgfebc
fagbedc fabecdg
bcgfaed cebadfg
ecbfgda bgecfad
decgbfa aedgfbc
cgfdeba cgebadf
dfbaecg gefacdb
afbgdce gdbecaf
cdefgab adfcebg
dcgaefb fgaecbd
degcabf gbdfaec
dagfbec gecbdfa
fbagced dafgecb
dcabgfe bdeacfg
faedbcg dafcgbe
edafcgb febcdag
becadgf cadefgb
edbcafg adgbcfe
bgdaecf cegfdba
ebgcdaf facdbeg
adcbfge fbcegda
fdebagc abecfdg
dacbfge bgfdcae
fgebdac adbfgec
acdgbef fgdcabe
bdfaegc eacdgfb
cdeafbg agdfcbe
agebfdc ecafgdb
bcdgeaf cfgeabd
bceadgf cfdbeag
cgabefd bfdcage
fcbaegd bagedcf
adegfcb gbcedfa
cedabfg dcabgfe
caebfgd dgafceb
dgacfeb ecabfdg
dfbecag gfaedbc
acedfgb bedgafc
cdegfab bgafecd
fcgedba afcgedb
agbecdf cfegbad
acfgdeb dgbafec
fbadcge gdcbfea
gdbacef gefadbc
dgabfce abgefcd
aedgfcb gbadefc
egdfacb abgfdce
gfcdabe acdbgfe
cagdebf gaecfbd
feacdgb bagfdec
fcbgdae bafcdge
fdbecag fgceadb
dfgeacb abdgcef
adgbcef agbcedf
baecgfd cegafbd
dacbgfe fecabdg
ebdfagc acfgedb
agdfcbe cgaefbd
bcefagd dfacbeg
fgdaecb bdgefca
gefadbc bfcgeda
fegacdb cgdebfa
fgdbeac fgbeacd
fceadgb aefgdcb
cefbadg bgedcfa
afedbgc dbcgafe
egcfadb gbcafde
cbdefag afegbdc
dfabgce cebgdfa
bcagedf cgdfbea
bdgeafc gdfaceb
agdfbec gacfdeb
cdefabg egfacbd
gbacefd dafegcb
cafbdeg afbgcde
dafegcb dgebacf
cdfeabg gcbfaed
efagdbc fcadgeb
gfaecdb gfbdcae
gdecafb cdefabg
cdfgeab bafgced
gcfaebd daegfbc
dbagfec cdabegf
afgcbed befagdc
bdfceag bgaecfd
badegcf edabcgf
cfgebad ebcdfag
agcbdef cafbedg
dcebfag dfcabge
dcaegfb ebacdfg
fgcbade gbafcde
gbcafde gafcedb
dfegacb gacebfd
agcdbfe gecfdba
cfadbge bcegdfa
adfgceb dbecafg
dacbegf ebdagfc
cadfegb afdgbce
eacbgdf cgabdef
dfeacgb fecdabg
efagcbd gcdafeb
fdgebac fgcabde
cadefbg adecfgb
acbedgf fadbegc
ecbadfg bcaegfd
eagfcbd dcegfba
ebcadgf cgadfbe
gabefdc fagcedb
beadgcf gbdacfe
cgadebf cgfabde
dbcefga agfdebc
edgcbfa cegbadf
dfabegc bcadgef
aefgcdb adecbgf
cegbdfa aebcdgf
bgdaefc agbdcfe
cfdeabg adfbgce
efacdbg cfdagbe
cgbfaed fbedcga
dfaecbg ebdcfag
fabcdge fagecdb
fegcabd bdfeagc
cebgdfa febgdac
dgafceb debfgac
adebfcg acdbfeg
bfaecdg fagcebd
cgbeafd dcfegba
acefgdb edcbgaf
abedfcg daebgfc
afdbgce acgefbd
eacbgdf cgabdef
ebcafgd aegbcdf
edbcagf gbfdcae
adgfecb ecdbagf
eadbfcg gfadcbe
daefgbc afcegbd
abfcdge aebgcfd
gdecafb cdefabg
